id,title,vote_average,vote_count,release_date,runtime,overview,poster_path,genres,production_companies,production_countries
27205,Inception,8.364,34495,2010-07-15,148,"Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person's idea into a target's subconscious.",/oYuLEt3zVCKq57qu2F8dT7NIa6f.jpg,"Action, Science Fiction, Adventure","Legendary Pictures, Syncopy, Warner Bros. Pictures","United Kingdom, United States of America"
157336,Interstellar,8.417,32571,2014-11-05,169,The adventures of a group of explorers who make use of a newly discovered wormhole to surpass the limitations on human space travel and conquer the vast distances involved in an interstellar voyage.,/gEU2QniE6E77NI6lCU6MxlNBvIx.jpg,"Adventure, Drama, Science Fiction","Legendary Pictures, Syncopy, Lynda Obst Productions","United Kingdom, United States of America"
155,The Dark Knight,8.512,30619,2008-07-16,152,"Batman raises the stakes in his war on crime. With the help of Lt. Jim Gordon and District Attorney Harvey Dent, Batman sets out to dismantle the remaining criminal organizations that plague the streets. The partnership proves to be effective, but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of Gotham as the Joker.",/qJ2tW6WMUDux911r6m7haRef0WH.jpg,"Drama, Action, Crime, Thriller","DC Comics, Legendary Pictures, Syncopy, Isobel Griffiths, Warner Bros. Pictures","United Kingdom, United States of America"
19995,Avatar,7.573,29815,2009-12-15,162,"In the 22nd century, a paraplegic Marine is dispatched to the moon Pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization.",/kyeqWdyUXW608qlYkRqosgbbJyK.jpg,"Action, Adventure, Fantasy, Science Fiction","Dune Entertainment, Lightstorm Entertainment, 20th Century Fox, Ingenious Media","United States of America, United Kingdom"
24428,The Avengers,7.71,29166,2012-04-25,143,"When an unexpected enemy emerges and threatens global safety and security, Nick Fury, director of the international peacekeeping agency known as S.H.I.E.L.D., finds himself in need of a team to pull the world back from the brink of disaster. Spanning the globe, a daring recruitment effort begins!",/RYMX2wcKCBAr24UyPD7xwmjaTn.jpg,"Science Fiction, Action, Adventure",Marvel Studios,United States of America
293660,Deadpool,7.606,28894,2016-02-09,108,"The origin story of former Special Forces operative turned mercenary Wade Wilson, who, after being subjected to a rogue experiment that leaves him with accelerated healing powers, adopts the alter ego Deadpool. Armed with his new abilities and a dark, twisted sense of humor, Deadpool hunts down the man who nearly destroyed his life.",/zq8Cl3PNIDGU3iWNRoc5nEZ6pCe.jpg,"Action, Adventure, Comedy","20th Century Fox, The Donners' Company, Genre Films",United States of America
299536,Avengers: Infinity War,8.255,27713,2018-04-25,149,"As the Avengers and their allies have continued to protect the world from threats too large for any one hero to handle, a new danger has emerged from the cosmic shadows: Thanos. A despot of intergalactic infamy, his goal is to collect all six Infinity Stones, artifacts of unimaginable power, and use them to inflict his twisted will on all of reality. Everything the Avengers have fought for has led up to this moment - the fate of Earth and existence itself has never been more uncertain.",/7WsyChQLEftFiDOVTGkv3hFpyyt.jpg,"Adventure, Action, Science Fiction",Marvel Studios,United States of America
550,Fight Club,8.438,27238,1999-10-15,139,"A ticking-time-bomb insomniac and a slippery soap salesman channel primal male aggression into a shocking new form of therapy. Their concept catches on, with underground ""fight clubs"" forming in every town, until an eccentric gets in the way and ignites an out-of-control spiral toward oblivion.",/pB8BM7pdSp6B6Ih7QZ4DrQ3PmJK.jpg,Drama,"Regency Enterprises, Fox 2000 Pictures, Taurus Film, Atman Entertainment, Knickerbocker Films, The Linson Company, 20th Century Fox",United States of America
118340,Guardians of the Galaxy,7.906,26638,2014-07-30,121,"Light years from Earth, 26 years after being abducted, Peter Quill finds himself the prime target of a manhunt after discovering an orb wanted by Ronan the Accuser.",/r7vmZjiyZw9rpJMQJdXpjgiCOk9.jpg,"Action, Science Fiction, Adventure",Marvel Studios,United States of America
680,Pulp Fiction,8.488,25893,1994-09-10,154,"A burger-loving hit man, his philosophical partner, a drug-addled gangster's moll and a washed-up boxer converge in this sprawling, comedic crime caper. Their adventures unfurl in three stories that ingeniously trip back and forth in time.",/d5iIlFn5s0ImszYzBPb8JPIfbXD.jpg,"Thriller, Crime","Miramax, A Band Apart, Jersey Films",United States of America
13,Forrest Gump,8.477,25409,1994-06-23,142,"A man with a low IQ has accomplished great things in his life and been present during significant historic events—in each case, far exceeding what anyone imagined he could do. But despite all he has achieved, his one true love eludes him.",/arw2vcBveWOVZr6pxd9XTd1TdQa.jpg,"Comedy, Drama, Romance","Paramount, The Steve Tisch Company, Wendy Finerman Productions",United States of America
671,Harry Potter and the Philosopher's Stone,7.916,25379,2001-11-16,152,"Harry Potter has lived under the stairs at his aunt and uncle's house his whole life. But on his 11th birthday, he learns he's a powerful wizard—with a place waiting for him at the Hogwarts School of Witchcraft and Wizardry. As he learns to harness his newfound powers with the help of the school's kindly headmaster, Harry uncovers the truth about his parents' deaths—and about the villain who's to blame.",/wuMc08IPKEatf9rnMNXvIDxqP4W.jpg,"Adventure, Fantasy","Warner Bros. Pictures, Heyday Films, 1492 Pictures","United Kingdom, United States of America"
1726,Iron Man,7.64,24874,2008-04-30,126,"After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil.",/78lPtwv72eTNqFW9COBYI0dWDJa.jpg,"Action, Science Fiction, Adventure",Marvel Studios,United States of America
68718,Django Unchained,8.171,24672,2012-12-25,165,"With the help of a German bounty hunter, a freed slave sets out to rescue his wife from a brutal Mississippi plantation owner.",/7oWY8VDWW7thTzWh3OKYRkWUlD5.jpg,"Drama, Western","The Weinstein Company, Columbia Pictures",United States of America
278,The Shawshank Redemption,8.702,24649,1994-09-23,142,"Framed in the 1940s for the double murder of his wife and her lover, upstanding banker Andy Dufresne begins a new life at the Shawshank prison, where he puts his accounting skills to work for an amoral warden. During his long stretch in prison, Dufresne comes to be admired by the other inmates -- including an older prisoner named Red -- for his integrity and unquenchable sense of hope.",/lyQBXzOQSuE59IsHyhrp0qIiPAz.jpg,"Drama, Crime",Castle Rock Entertainment,United States of America
299534,Avengers: Endgame,8.263,23857,2019-04-24,181,"After the devastating events of Avengers: Infinity War, the universe is in ruins due to the efforts of the Mad Titan, Thanos. With the help of remaining allies, the Avengers must assemble once more in order to undo Thanos' actions and restore order to the universe once and for all, no matter what consequences may be in store.",/or06FN3Dka5tukK1e9sl16pB3iy.jpg,"Adventure, Science Fiction, Action",Marvel Studios,United States of America
603,The Matrix,8.206,23815,1999-03-30,136,"Set in the 22nd century, The Matrix tells the story of a computer hacker who joins a group of underground insurgents fighting the vast and powerful computers who now rule the earth.",/f89U3ADr1oiB1s9GkdPOEpXUk5H.jpg,"Action, Science Fiction","Village Roadshow Pictures, Groucho II Film Partnership, Silver Pictures, Warner Bros. Pictures",United States of America
597,Titanic,7.9,23637,1997-11-18,194,"101-year-old Rose DeWitt Bukater tells the story of her life aboard the Titanic, 84 years later. A young Rose boards the ship with her mother and fiancé. Meanwhile, Jack Dawson and Fabrizio De Rossi win third-class tickets aboard the ship. Rose tells the whole story from Titanic's departure through to its death—on its first and last voyage—on April 15, 1912.",/9xjZS2rlVxm8SFx8kPC3aIGCOYQ.jpg,"Drama, Romance","Paramount, 20th Century Fox, Lightstorm Entertainment",United States of America
475557,Joker,8.168,23425,2019-10-01,122,"During the 1980s, a failed stand-up comedian is driven insane and turns to a life of crime and chaos in Gotham City while becoming an infamous psychopathic crime figure.",/udDclJoHjfjb8Ekgsd4FDteOkCU.jpg,"Crime, Thriller, Drama","Warner Bros. Pictures, Joint Effort, Village Roadshow Pictures, Bron Studios, DC Films","Canada, United States of America"
120,The Lord of the Rings: The Fellowship of the Ring,8.402,23323,2001-12-18,179,"Young hobbit Frodo Baggins, after inheriting a mysterious ring from his uncle Bilbo, must leave his home in order to keep it from falling into the hands of its evil creator. Along the way, a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination: Mt. Doom, the only place where it can be destroyed.",/6oom5QYQ2yQTMJIbnvbkBL9cHo6.jpg,"Adventure, Fantasy, Action","New Line Cinema, WingNut Films, The Saul Zaentz Company","New Zealand, United States of America"
122,The Lord of the Rings: The Return of the King,8.474,22334,2003-12-01,201,"Aragorn is revealed as the heir to the ancient kings as he, Gandalf and the other members of the broken fellowship struggle to save Gondor from Sauron's forces. Meanwhile, Frodo and Sam take the ring closer to the heart of Mordor, the dark lord's realm.",/rCzpDGLbOoPwLjy3OAm5NUPOTrC.jpg,"Adventure, Fantasy, Action","New Line Cinema, WingNut Films, The Saul Zaentz Company","New Zealand, United States of America"
11324,Shutter Island,8.2,22318,2010-02-14,138,"World War II soldier-turned-U.S. Marshal Teddy Daniels investigates the disappearance of a patient from a hospital for the criminally insane, but his efforts are compromised by troubling visions and a mysterious doctor.",/4GDy0PHYX3VRXUtwK5ysFbg3kEx.jpg,"Drama, Thriller, Mystery","Phoenix Pictures, Paramount, Appian Way, Sikelia Productions, Mandate International",United States of America
106646,The Wolf of Wall Street,8.035,22222,2013-12-25,180,"A New York stockbroker refuses to cooperate in a large securities fraud case involving corruption on Wall Street, corporate banking world and mob infiltration. Based on Jordan Belfort's autobiography.",/34m2tygAYBGqA9MXKhRDtzYd4MR.jpg,"Crime, Drama, Comedy","EMJAG Productions, Red Granite Pictures, Appian Way, Sikelia Productions",United States of America
99861,Avengers: Age of Ultron,7.276,21754,2015-04-22,141,"When Tony Stark tries to jumpstart a dormant peacekeeping program, things go awry and Earth’s Mightiest Heroes are put to the ultimate test as the fate of the planet hangs in the balance. As the villainous Ultron emerges, it is up to The Avengers to stop him from enacting his terrible plans, and soon uneasy alliances and unexpected action pave the way for an epic and unique global adventure.",/4ssDuvEDkSArWEdyBl2X5EHvYKU.jpg,"Action, Adventure, Science Fiction",Marvel Studios,United States of America
271110,Captain America: Civil War,7.4,21541,2016-04-27,147,"Following the events of Age of Ultron, the collective governments of the world pass an act designed to regulate all superhuman activity. This polarizes opinion amongst the Avengers, causing two factions to side with Iron Man or Captain America, which causes an epic battle between former allies.",/rAGiXaUfPzY7CDEyNKUofk3Kw2e.jpg,"Adventure, Action, Science Fiction",Marvel Studios,United States of America
49026,The Dark Knight Rises,7.777,21335,2012-07-17,165,"Following the death of District Attorney Harvey Dent, Batman assumes responsibility for Dent's crimes to protect the late attorney's reputation and is subsequently hunted by the Gotham City Police Department. Eight years later, Batman encounters the mysterious Selina Kyle and the villainous Bane, a new terrorist leader who overwhelms Gotham's finest. The Dark Knight resurfaces to protect a city that has branded him an enemy.",/hr0L2aueqlP2BYUblTTjmtn0hw4.jpg,"Action, Crime, Drama, Thriller","Syncopy, Legendary Pictures, DC Entertainment, Warner Bros. Pictures",United States of America
68721,Iron Man 3,6.928,21064,2013-04-18,130,"When Tony Stark's world is torn apart by a formidable terrorist called the Mandarin, he starts an odyssey of rebuilding and retribution.",/qhPtAc1TKbMPqNvcdXSOn9Bn7hZ.jpg,"Action, Adventure, Science Fiction",Marvel Studios,United States of America
284054,Black Panther,7.39,21053,2018-02-13,135,"King T'Challa returns home to the reclusive, technologically advanced African nation of Wakanda to serve as his country's new leader. However, T'Challa soon finds that he is challenged for the throne by factions within his own country as well as without. Using powers reserved to Wakandan kings, T'Challa assumes the Black Panther mantle to join with ex-girlfriend Nakia, the queen-mother, his princess-kid sister, members of the Dora Milaje (the Wakandan 'special forces') and an American secret agent, to prevent Wakanda from being dragged into a world war.",/uxzzxijgPIY7slzFvMotPv8wjKA.jpg,"Action, Adventure, Science Fiction",Marvel Studios,United States of America
284052,Doctor Strange,7.427,20935,2016-10-25,115,"After his career is destroyed, a brilliant but arrogant surgeon gets a new lease on life when a sorcerer takes him under her wing and trains him to defend the world against evil.",/uGBVj3bEbCoZbDjjl9wTxcygko1.jpg,"Action, Adventure, Fantasy",Marvel Studios,United States of America
76341,Mad Max: Fury Road,7.582,20911,2015-05-13,121,"An apocalyptic story set in the furthest reaches of our planet, in a stark desert landscape where humanity is broken, and most everyone is crazed fighting for the necessities of life. Within this world exist two rebels on the run who just might be able to restore order.",/8tZYtuWezp8JbcsvHYO0O46tFbo.jpg,"Action, Adventure, Science Fiction","Kennedy Miller Productions, Warner Bros. Pictures, RatPac Entertainment, Village Roadshow Pictures","Australia, United States of America, South Africa"
16869,Inglourious Basterds,8.215,20746,2009-08-19,153,"In Nazi-occupied France during World War II, a group of Jewish-American soldiers known as ""The Basterds"" are chosen specifically to spread fear throughout the Third Reich by scalping and brutally killing Nazis. The Basterds, lead by Lt. Aldo Raine soon cross paths with a French-Jewish teenage girl who runs a movie theater in Paris which is targeted by the soldiers.",/7sfbEnaARXDDhKm0CZ7D7uc2sbo.jpg,"Drama, Thriller, War","The Weinstein Company, Universal Pictures, A Band Apart, Zehnte Babelsberg Film, Visiona Romantica, Peninsula Films","France, Germany, United States of America"
70160,The Hunger Games,7.193,20636,2012-03-12,142,"Every year in the ruins of what was once North America, the nation of Panem forces each of its twelve districts to send a teenage boy and girl to compete in the Hunger Games.  Part twisted entertainment, part government intimidation tactic, the Hunger Games are a nationally televised event in which “Tributes” must fight with one another until one survivor remains.  Pitted against highly-trained Tributes who have prepared for these Games their entire lives, Katniss is forced to rely upon her sharp instincts as well as the mentorship of drunken former victor Haymitch Abernathy.  If she’s ever to return home to District 12, Katniss must make impossible choices in the arena that weigh survival against humanity and life against love. The world will be watching.",/yXCbOiVDCxO71zI7cuwBRXdftq8.jpg,"Science Fiction, Adventure, Fantasy","Lionsgate, Color Force",United States of America
315635,Spider-Man: Homecoming,7.345,20507,2017-07-05,133,"Following the events of Captain America: Civil War, Peter Parker, with the help of his mentor Tony Stark, tries to balance his life as an ordinary high school student in Queens, New York City, with fighting crime as his superhero alter ego Spider-Man as a new threat, the Vulture, emerges.",/c24sv2weTHPsmDa7jEMN0m2P3RT.jpg,"Action, Adventure, Science Fiction, Drama","Marvel Studios, Pascal Pictures, LStar Capital, Columbia Pictures",United States of America
672,Harry Potter and the Chamber of Secrets,7.721,20390,2002-11-13,161,"Cars fly, trees fight back, and a mysterious house-elf comes to warn Harry Potter at the start of his second year at Hogwarts. Adventure and danger await when bloody writing on a wall announces: The Chamber Of Secrets Has Been Opened. To save Hogwarts will require all of Harry, Ron and Hermione’s magical abilities and courage.",/sdEOH0992YZ0QSxgXNIGLq1ToUi.jpg,"Adventure, Fantasy","Warner Bros. Pictures, Heyday Films, 1492 Pictures","United Kingdom, United States of America"
283995,Guardians of the Galaxy Vol. 2,7.624,20353,2017-04-19,137,The Guardians must fight to keep their newfound family together as they unravel the mysteries of Peter Quill's true parentage.,/y4MBh0EjBlMuOzv9axM4qJlmhzz.jpg,"Science Fiction, Adventure, Action",Marvel Studios,United States of America
121,The Lord of the Rings: The Two Towers,8.385,20274,2002-12-18,179,"Frodo and Sam are trekking to Mordor to destroy the One Ring of Power while Gimli, Legolas and Aragorn search for the orc-captured Merry and Pippin. All along, nefarious wizard Saruman awaits the Fellowship members at the Orthanc Tower in Isengard.",/5VTN0pR8gcqV3EPUHHfMGnJYN9L.jpg,"Adventure, Fantasy, Action","New Line Cinema, WingNut Films, The Saul Zaentz Company","New Zealand, United States of America"
1771,Captain America: The First Avenger,6.995,20269,2011-07-22,124,"During World War II, Steve Rogers is a sickly man from Brooklyn who's transformed into super-soldier Captain America to aid in the war effort. Rogers must stop the Red Skull – Adolf Hitler's ruthless head of weaponry, and the leader of an organization that intends to use a mysterious device of untold powers for world domination.",/vSNxAJTlD0r02V9sPYpOjqDZXUK.jpg,"Action, Adventure, Science Fiction",Marvel Studios,United States of America
297761,Suicide Squad,5.909,20097,2016-08-03,123,"From DC Comics comes the Suicide Squad, an antihero team of incarcerated supervillains who act as deniable assets for the United States government, undertaking high-risk black ops missions in exchange for commuted prison sentences.",/xFw9RXKZDvevAGocgBK0zteto4U.jpg,"Action, Adventure, Fantasy","DC Entertainment, Dune Entertainment, Warner Bros. Pictures, Atlas Entertainment, DC Comics, DC Films, Lin Pictures",United States of America
673,Harry Potter and the Prisoner of Azkaban,8.02,20038,2004-05-31,141,"Year three at Hogwarts means new fun and challenges as Harry learns the delicate art of approaching a Hippogriff, transforming shape-shifting Boggarts into hilarity and even turning back time. But the term also brings danger: soul-sucking Dementors hover over the school, an ally of the accursed He-Who-Cannot-Be-Named lurks within the castle walls, and fearsome wizard Sirius Black escapes Azkaban. And Harry will confront them all.",/aWxwnYoe8p2d2fcxOqtvAtJ72Rw.jpg,"Adventure, Fantasy","Warner Bros. Pictures, 1492 Pictures, Heyday Films, P of A Productions Limited","United Kingdom, United States of America"
10195,Thor,6.768,20023,2011-04-21,115,"Against his father Odin's will, The Mighty Thor - a powerful but arrogant warrior god - recklessly reignites an ancient war. Thor is cast down to Earth and forced to live among humans as punishment. Once here, Thor learns what it takes to be a true hero when the most dangerous villain of his world sends the darkest forces of Asgard to invade Earth.",/prSfAi1xGrhLQNxVSUFh61xQ4Qy.jpg,"Adventure, Fantasy, Action",Marvel Studios,United States of America
10138,Iron Man 2,6.835,19756,2010-04-28,124,"With the world now aware of his dual life as the armored superhero Iron Man, billionaire inventor Tony Stark faces pressure from the government, the press and the public to share his technology with the military. Unwilling to let go of his invention, Stark, with Pepper Potts and James 'Rhodey' Rhodes at his side, must forge new alliances – and confront powerful enemies.",/6WBeq4fCfn7AN0o21W9qNcRF2l9.jpg,"Adventure, Action, Science Fiction","Marvel Studios, Fairview Entertainment",United States of America
272,Batman Begins,7.701,19561,2005-06-10,140,"Driven by tragedy, billionaire Bruce Wayne dedicates his life to uncovering and defeating the corruption that plagues his home, Gotham City.  Unable to work within the system, he instead creates a new identity, a symbol of fear for the criminal underworld - The Batman.",/4MpN4kIEqUjW8OPtOQJXlTdHiJV.jpg,"Action, Crime, Drama","Warner Bros. Pictures, DC Comics, Syncopy, Legendary Pictures, Patalex III Productions Limited","United Kingdom, United States of America"
284053,Thor: Ragnarok,7.595,19539,2017-10-02,131,"Thor is imprisoned on the other side of the universe and finds himself in a race against time to get back to Asgard to stop Ragnarok, the destruction of his home-world and the end of Asgardian civilization, at the hands of a powerful new threat, the ruthless Hela.",/rzRwTcFvttcN1ZpX2xv4j3tSdJu.jpg,"Action, Adventure, Science Fiction",Marvel Studios,United States of America
150540,Inside Out,7.922,19463,2015-06-09,95,"Growing up can be a bumpy road, and it's no exception for Riley, who is uprooted from her Midwest life when her father starts a new job in San Francisco. Riley's guiding emotions— Joy, Fear, Anger, Disgust and Sadness—live in Headquarters, the control centre inside Riley's mind, where they help advise her through everyday life and tries to keep things positive, but the emotions conflict on how best to navigate a new city, house and school.",/2H1TmgdfNtsKlU9jKdeNyYL5y8T.jpg,"Animation, Family, Adventure, Drama, Comedy","Pixar, Walt Disney Pictures",United States of America
135397,Jurassic World,6.682,19414,2015-06-06,124,"Twenty-two years after the events of Jurassic Park, Isla Nublar now features a fully functioning dinosaur theme park, Jurassic World, as originally envisioned by John Hammond.",/A0LZHXUzo5C60Oahvt7VxvwuzHw.jpg,"Action, Adventure, Science Fiction, Thriller","Amblin Entertainment, Universal Pictures",United States of America
807,Se7en,8.368,19403,1995-09-22,127,"Two homicide detectives are on a desperate hunt for a serial killer whose crimes are based on the ""seven deadly sins"" in this dark and haunting film that takes viewers from the tortured remains of one victim to the next. The seasoned Det. Sommerset researches each sin in an effort to get inside the killer's mind, while his novice partner, Mills, scoffs at his efforts to unravel the case.",/6yoghtyTpznpBik8EngEmJskVUO.jpg,"Crime, Mystery, Thriller","New Line Cinema, Juno Pix, Cecchi Gori Pictures",United States of America
674,Harry Potter and the Goblet of Fire,7.816,19287,2005-11-16,157,"When Harry Potter's name emerges from the Goblet of Fire, he becomes a competitor in a grueling battle for glory among three wizarding schools—the Triwizard Tournament. But since Harry never submitted his name for the Tournament, who did? Now Harry must confront a deadly dragon, fierce water demons and an enchanted maze only to find himself in the cruel grasp of He Who Must Not Be Named.",/fECBtHlr0RB3foNHDiCBXeg9Bv9.jpg,"Adventure, Fantasy","Warner Bros. Pictures, Heyday Films, Patalex IV Productions Limited","United Kingdom, United States of America"
22,Pirates of the Caribbean: The Curse of the Black Pearl,7.794,19233,2003-07-09,143,"Jack Sparrow, a freewheeling 18th-century pirate, quarrels with a rival pirate bent on pillaging Port Royal. When the governor's daughter is kidnapped, Sparrow decides to help the girl's love save her.",/z8onk7LV9Mmw6zKz4hT6pzzvmvl.jpg,"Adventure, Fantasy, Action","Walt Disney Pictures, Jerry Bruckheimer Films",United States of America
12445,Harry Potter and the Deathly Hallows: Part 2,8.105,19183,2011-07-12,130,"Harry, Ron and Hermione continue their quest to vanquish the evil Voldemort once and for all. Just as things begin to look hopeless for the young wizards, Harry discovers a trio of magical objects that endow him with powers to rival Voldemort's formidable skills.",/c54HpQmuwXjHq2C9wmoACjxoom3.jpg,"Fantasy, Adventure","Warner Bros. Pictures, Heyday Films","United Kingdom, United States of America"
11,Star Wars,8.204,19155,1977-05-25,121,Princess Leia is captured and held hostage by the evil Imperial forces in their effort to take over the galactic Empire. Venturesome Luke Skywalker and dashing captain Han Solo team together with the loveable robot duo R2-D2 and C-3PO to rescue the beautiful princess and restore peace and justice in the Empire.,/6FfCtAuVAW8XJjZ7eWeLibRLWTw.jpg,"Adventure, Action, Science Fiction","Lucasfilm Ltd., 20th Century Fox",United States of America
297762,Wonder Woman,7.236,18954,2017-05-30,141,An Amazon princess comes to the world of Man in the grips of the First World War to confront the forces of evil and bring an end to human conflict.,/imekS7f1OuHyUP2LAiTEM0zBzUz.jpg,"Action, Adventure, Fantasy","Atlas Entertainment, Cruel & Unusual Films, DC Films",United States of America
14160,Up,7.949,18857,2009-05-28,96,"Carl Fredricksen spent his entire life dreaming of exploring the globe and experiencing life to its fullest. But at age 78, life seems to have passed him by, until a twist of fate (and a persistent 8-year old Wilderness Explorer named Russell) gives him a new lease on life.",/vpbaStTMt8qqXaEgnOR2EE4DNJk.jpg,"Animation, Comedy, Family, Adventure",Pixar,United States of America
102899,Ant-Man,7.082,18730,2015-07-14,117,"Armed with the astonishing ability to shrink in scale but increase in strength, master thief Scott Lang must embrace his inner-hero and help his mentor, Doctor Hank Pym, protect the secret behind his spectacular Ant-Man suit from a new generation of towering threats. Against seemingly insurmountable obstacles, Pym and Lang must plan and pull off a heist that will save the world.",/8YxOIPrabqkQCOKKbuxaz9IcqhO.jpg,"Science Fiction, Action, Adventure",Marvel Studios,United States of America
238,The Godfather,8.707,18677,1972-03-14,175,"Spanning the years 1945 to 1955, a chronicle of the fictional Italian-American Corleone crime family. When organized crime family patriarch, Vito Corleone barely survives an attempt on his life, his youngest son, Michael steps in to take care of the would-be killers, launching a campaign of bloody revenge.",/3bhkrj58Vtu7enYsRolD1fZdja1.jpg,"Drama, Crime","Paramount, Alfran Productions",United States of America
286217,The Martian,7.678,18525,2015-09-30,141,"During a manned mission to Mars, Astronaut Mark Watney is presumed dead after a fierce storm and left behind by his crew. But Watney has survived and finds himself stranded and alone on the hostile planet. With only meager supplies, he must draw upon his ingenuity, wit and spirit to subsist and find a way to signal to Earth that he is alive.",/5BHuvQ6p9kfc091Z8RiFNhCwL4b.jpg,"Drama, Adventure, Science Fiction","Scott Free Productions, Genre Films","United Kingdom, United States of America"
105,Back to the Future,8.314,18442,1985-07-03,116,"Eighties teenager Marty McFly is accidentally sent back in time to 1955, inadvertently disrupting his parents' first meeting and attracting his mother's romantic interest. Marty must repair the damage to history by rekindling his parents' romance and - with the help of his eccentric inventor friend Doc Brown - return to 1985.",/fNOH9f1aA7XRTzl1sAOx9iF553Q.jpg,"Adventure, Comedy, Science Fiction","Universal Pictures, Amblin Entertainment",United States of America
140607,Star Wars: The Force Awakens,7.293,18352,2015-12-15,136,"Thirty years after defeating the Galactic Empire, Han Solo and his allies face a new threat from the evil Kylo Ren and his army of Stormtroopers.",/wqnLdwVXoBjKibFRR5U3y0aDUhs.jpg,"Adventure, Action, Science Fiction","Lucasfilm Ltd., Bad Robot",United States of America
634649,Spider-Man: No Way Home,7.99,18299,2021-12-15,148,"Peter Parker is unmasked and no longer able to separate his normal life from the high-stakes of being a super-hero. When he asks for help from Doctor Strange the stakes become even more dangerous, forcing him to discover what it truly means to be Spider-Man.",/5weKu49pzJCt06OPpjvT80efnQj.jpg,"Action, Adventure, Science Fiction","Marvel Studios, Pascal Pictures, Columbia Pictures",United States of America
675,Harry Potter and the Order of the Phoenix,7.686,18177,2007-07-08,138,"Returning for his fifth year of study at Hogwarts, Harry is stunned to find that his warnings about the return of Lord Voldemort have been ignored. Left with no choice, Harry takes matters into his own hands, training a small group of students to defend themselves against the dark arts.",/5aOyriWkPec0zUDxmHFP9qMmBaj.jpg,"Adventure, Fantasy","Warner Bros. Pictures, Heyday Films","United Kingdom, United States of America"
767,Harry Potter and the Half-Blood Prince,7.697,18127,2009-07-15,153,"As Lord Voldemort tightens his grip on both the Muggle and wizarding worlds, Hogwarts is no longer a safe haven. Harry suspects perils may even lie within the castle, but Dumbledore is more intent upon preparing him for the final battle fast approaching. Together they work to find the key to unlock Voldemorts defenses and to this end, Dumbledore recruits his old friend and colleague Horace Slughorn, whom he believes holds crucial information. Even as the decisive showdown looms, romance blossoms for Harry, Ron, Hermione and their classmates. Love is in the air, but danger lies ahead and Hogwarts may never be the same again.",/z7uo9zmQdQwU5ZJHFpv2Upl30i1.jpg,"Adventure, Fantasy","Warner Bros. Pictures, Heyday Films","United Kingdom, United States of America"
263115,Logan,7.8,18116,2017-02-28,137,"In the near future, a weary Logan cares for an ailing Professor X in a hideout on the Mexican border. But Logan's attempts to hide from the world and his legacy are upended when a young mutant arrives, pursued by dark forces.",/fnbjcRDYn6YviCcePDnGdyAkYsB.jpg,"Action, Drama, Science Fiction","Hutch Parker Entertainment, The Donners' Company, Genre Films, 20th Century Fox",United States of America
12,Finding Nemo,7.824,18061,2003-05-30,100,"Nemo, an adventurous young clownfish, is unexpectedly taken from his Great Barrier Reef home to a dentist's office aquarium. It's up to his worrisome father Marlin and a friendly but forgetful fish Dory to bring Nemo home -- meeting vegetarian sharks, surfer dude turtles, hypnotic jellyfish, hungry seagulls, and more along the way.",/ggQ6o8X5984OCh3kZi2UIJQJY5y.jpg,"Animation, Family",Pixar,United States of America
346364,It,7.242,18018,2017-09-06,135,"In a small town in Maine, seven children known as The Losers Club come face to face with life problems, bullies and a monster that takes the shape of a clown called Pennywise.",/9E2y5Q7WlCVNEhP5GiVTjhEhx1o.jpg,"Horror, Fantasy","New Line Cinema, Vertigo Entertainment, Lin Pictures, KatzSmith Productions",United States of America
245891,John Wick,7.421,17923,2014-10-22,101,Ex-hitman John Wick comes out of retirement to track down the gangsters that took everything from him.,/fZPSd91yGE9fCcCe6OoQr6E3Bev.jpg,"Action, Thriller","87Eleven, DefyNite Films, MJW Films, Thunder Road",United States of America
259316,Fantastic Beasts and Where to Find Them,7.334,17892,2016-11-16,132,"In 1926, Newt Scamander arrives at the Magical Congress of the United States of America with a magically expanded briefcase, which houses a number of dangerous creatures and their habitats. When the creatures escape from the briefcase, it sends the American wizarding authorities after Newt, and threatens to strain even further the state of magical and non-magical relations.",/h6NYfVUyM6CDURtZSnBpz647Ldd.jpg,"Fantasy, Adventure, Family","Heyday Films, Warner Bros. Pictures","United Kingdom, United States of America"
12444,Harry Potter and the Deathly Hallows: Part 1,7.763,17782,2010-11-17,146,"Harry, Ron and Hermione walk away from their last year at Hogwarts to find and destroy the remaining Horcruxes, putting an end to Voldemort's bid for immortality. But with Harry's beloved Dumbledore dead and Voldemort's unscrupulous Death Eaters on the loose, the world is more dangerous than ever.",/iGoXIpQb7Pot00EEdwpwPajheZ5.jpg,"Adventure, Fantasy","Warner Bros. Pictures, Heyday Films","United Kingdom, United States of America"
