id,title,vote_average,vote_count,release_date,runtime,overview,poster_path,genres,production_companies,production_countries
466272,Once Upon a Time… in Hollywood,7.437,12237,2019-07-24,162,"Los Angeles, 1969. TV star Rick Dalton, a struggling actor specializing in westerns, and stuntman Cliff Booth, his best friend, try to survive in a constantly changing movie industry. Dalton is the neighbor of the young and promising actress and model Sharon Tate, who has just married the prestigious Polish director Roman Polanski…",/8j58iEBw9pOXFD2L0nt0ZXeHviB.jpg,"Comedy, Drama, Thriller","Heyday Films, Columbia Pictures, Bona Film Group","China, United Kingdom, United States of America"
637,Life Is Beautiful,8.455,12218,1997-12-20,116,A touching story of an Italian book seller of Jewish ancestry who lives in his own little fairy tale. His creative and happy life would come to an abrupt halt when his entire family is deported to a concentration camp during World War II. While locked up he tries to convince his son that the whole thing is just a game.,/mfnkSeeVOBVheuyn2lo4tfmOPQb.jpg,"Comedy, Drama","Melampo Cinematografica, Miramax",Italy
246655,X-Men: Apocalypse,6.513,12215,2016-05-18,144,"After the re-emergence of the world's first mutant, world-destroyer Apocalypse, the X-Men must unite to defeat his extinction level plan.",/2mtQwJKVKQrZgTz49Dizb25eOQQ.jpg,"Action, Adventure, Science Fiction, Fantasy","The Donners' Company, Bad Hat Harry Productions, Genre Films, Hutch Parker Entertainment, 20th Century Fox",United States of America
194662,Birdman or (The Unexpected Virtue of Ignorance),7.471,12157,2014-10-17,120,"A fading actor best known for his portrayal of a popular superhero attempts to mount a comeback by appearing in a Broadway play. As opening night approaches, his attempts to become more altruistic, rebuild his career, and reconnect with friends and family prove more difficult than expected.",/rHUg2AuIuLSIYMYFgavVwqt1jtc.jpg,"Drama, Comedy","TSG Entertainment, Worldview Entertainment, New Regency Pictures, M Productions, Le Grisbi Productions",United States of America
157350,Divergent,6.92,12118,2014-03-14,139,"In a world divided into factions based on personality types, Tris learns that she's been classified as Divergent and won't fit in. When she discovers a plot to destroy Divergents, Tris and the mysterious Four must find out what makes Divergents dangerous before it's too late.",/aNh4Q3iuPKDMPi2SL7GgOpiLukX.jpg,"Action, Adventure, Science Fiction","Summit Entertainment, Red Wagon Entertainment",United States of America
190859,American Sniper,7.427,12107,2014-12-25,133,"U.S. Navy SEAL Chris Kyle takes his sole mission—protect his comrades—to heart and becomes one of the most lethal snipers in American history. His pinpoint accuracy not only saves countless lives but also makes him a prime target of insurgents. Despite grave danger and his struggle to be a good husband and father to his family back in the States, Kyle serves four tours of duty in Iraq. However, when he finally returns home, he finds that he cannot leave the war behind.",/i1U46OwMc6vlm7OoSUKfqUH615e.jpg,"War, Action","RatPac Entertainment, Village Roadshow Pictures, 22 & Indiana Pictures, Malpaso Productions, Warner Bros. Pictures, Mad Chance",United States of America
10191,How to Train Your Dragon,7.813,12089,2010-03-18,98,"As the son of a Viking leader on the cusp of manhood, shy Hiccup Horrendous Haddock III faces a rite of passage: he must kill a dragon to prove his warrior mettle. But after downing a feared dragon, he realizes that he no longer wants to destroy it, and instead befriends the beast – which he names Toothless – much to the chagrin of his warrior father.",/ygGmAO60t8GyqUo9xYeYxSZAR3b.jpg,"Fantasy, Adventure, Animation, Family","DreamWorks Animation, Paramount",United States of America
260513,Incredibles 2,7.481,12061,2018-06-14,118,"Elastigirl springs into action to save the day, while Mr. Incredible faces his greatest challenge yet – taking care of the problems of his three children.",/9lFKBtaVIhP7E2Pk0IY1CwTKTMZ.jpg,"Action, Adventure, Animation, Family","Walt Disney Pictures, Pixar",United States of America
162,Edward Scissorhands,7.716,12049,1990-12-07,105,A small suburban town receives a visit from a castaway unfinished science experiment named Edward.,/1RFIbuW9Z3eN9Oxw2KaQG5DfLmD.jpg,"Fantasy, Drama, Romance",20th Century Fox,United States of America
324552,John Wick: Chapter 2,7.323,12007,2017-02-08,122,"John Wick is forced out of retirement by a former associate looking to seize control of a shadowy international assassins’ guild. Bound by a blood oath to aid him, Wick travels to Rome and does battle against some of the world’s most dangerous killers.",/hXWBc0ioZP3cN4zCu6SN3YHXZVO.jpg,"Action, Thriller, Crime","Thunder Road, 87Eleven, Summit Entertainment",United States of America
49538,X-Men: First Class,7.296,11986,2011-06-01,132,"Before Charles Xavier and Erik Lensherr took the names Professor X and Magneto, they were two young men discovering their powers for the first time. Before they were arch-enemies, they were closest of friends, working together with other mutants (some familiar, some new), to stop the greatest threat the world has ever known.",/vUvlOY575rztBuJV3a0dbHW5MQR.jpg,"Action, Science Fiction, Adventure","The Donners' Company, Bad Hat Harry Productions, 20th Century Fox",United States of America
185,A Clockwork Orange,8.2,11946,1971-12-19,137,"In a near-future Britain, young Alexander DeLarge and his pals get their kicks beating and raping anyone they please. When not destroying the lives of others, Alex swoons to the music of Beethoven. The state, eager to crack down on juvenile crime, gives an incarcerated Alex the option to undergo an invasive procedure that'll rob him of all personal agency. In a time when conscience is a commodity, can Alex change his tune?",/4sHeTAp65WrSSuc05nRBKddhBxO.jpg,"Science Fiction, Drama","Warner Bros. Pictures, Hawk Films","United Kingdom, United States of America"
4922,The Curious Case of Benjamin Button,7.579,11899,2008-12-25,166,"Born under unusual circumstances, Benjamin Button springs into being as an elderly man in a New Orleans nursing home and ages in reverse. Twelve years after his birth, he meets Daisy, a child who flits in and out of his life as she grows up to be a dancer. Though he has all sorts of unusual adventures over the course of his life, it is his relationship with Daisy, and the hope that they will come together at the right time, that drives Benjamin forward.",/26wEWZYt6yJkwRVkjcbwJEFh9IS.jpg,"Drama, Fantasy, Romance","Paramount, Warner Bros. Pictures, The Kennedy/Marshall Company",United States of America
218,The Terminator,7.646,11874,1984-10-26,108,"In the post-apocalyptic future, reigning tyrannical supercomputers teleport a cyborg assassin known as the ""Terminator"" back to 1984 to kill Sarah Connor, whose unborn son is destined to lead insurgents against 21st century mechanical hegemony. Meanwhile, the human-resistance movement dispatches a lone warrior to safeguard Sarah. Can he stop the virtually indestructible killing machine?",/hzXSE66v6KthZ8nPoLZmsi2G05j.jpg,"Action, Thriller, Science Fiction","Orion Pictures, Pacific Western, Hemdale Film, Cinema 84, Euro Film Funding","United Kingdom, United States of America"
165,Back to the Future Part II,7.752,11817,1989-11-22,108,"Marty and Doc are at it again in this wacky sequel to the 1985 blockbuster as the time-traveling duo head to 2015 to nip some McFly family woes in the bud. But things go awry thanks to bully Biff Tannen and a pesky sports almanac. In a last-ditch attempt to set things straight, Marty finds himself bound for 1955 and face to face with his teenage parents -- again.",/hQq8xZe5uLjFzSBt4LanNP7SQjl.jpg,"Adventure, Comedy, Science Fiction","Universal Pictures, Amblin Entertainment",United States of America
280,Terminator 2: Judgment Day,8.104,11744,1991-07-03,137,"Nearly 10 years have passed since Sarah Connor was targeted for termination by a cyborg from the future. Now her son, John, the future leader of the resistance, is the target for a newer, more deadly terminator. Once again, the resistance has managed to send a protector back to attempt to save John and his mother Sarah.",/5M0j0B18abtBI5gi2RhfjjurTqb.jpg,"Action, Thriller, Science Fiction","Lightstorm Entertainment, Carolco Pictures, Pacific Western, Le Studio Canal+","France, United States of America"
769,GoodFellas,8.464,11726,1990-09-12,145,"The true story of Henry Hill, a half-Irish, half-Sicilian Brooklyn kid who is adopted by neighbourhood gangsters at an early age and climbs the ranks of a Mafia family under the guidance of Jimmy Conway.",/aKuFiU82s5ISJpGZp7YkIr3kCUd.jpg,"Drama, Crime",Winkler Films,United States of America
64690,Drive,7.572,11718,2011-09-15,100,"Driver is a skilled Hollywood stuntman who moonlights as a getaway driver for criminals. Though he projects an icy exterior, lately he's been warming up to a pretty neighbor named Irene and her young son, Benicio. When Irene's husband gets out of jail, he enlists Driver's help in a million-dollar heist. The job goes horribly wrong, and Driver must risk his life to protect Irene and Benicio from the vengeful masterminds behind the robbery.",/602vevIURmpDfzbnv5Ubi6wIkQm.jpg,"Drama, Thriller, Crime","FilmDistrict, Bold Films, Marc Platt Productions, OddLot Entertainment, Motel Movies, Newbridge Film Capital",United States of America
68726,Pacific Rim,6.878,11567,2013-07-11,131,"Using massive piloted robots to combat the alien threat, earth's survivors take the fight to the invading alien force lurking in the depths of the Pacific Ocean. Nearly defenseless in the face of the relentless enemy, the forces of mankind have no choice but to turn to two unlikely heroes who now stand as earth's final hope against the mounting apocalypse.",/8wo4eN8dWKaKlxhSvBz19uvj8gA.jpg,"Action, Science Fiction, Adventure","Double Dare You Productions, Legendary Pictures",United States of America
131634,The Hunger Games: Mockingjay - Part 2,6.9,11557,2015-11-18,137,"With the nation of Panem in a full scale war, Katniss confronts President Snow in the final showdown. Teamed with a group of her closest friends – including Gale, Finnick, and Peeta – Katniss goes off on a mission with the unit from District 13 as they risk their lives to stage an assassination attempt on President Snow who has become increasingly obsessed with destroying her. The mortal traps, enemies, and moral choices that await Katniss will challenge her more than any arena she faced in The Hunger Games.",/lImKHDfExAulp16grYm8zD5eONE.jpg,"Action, Adventure, Science Fiction","Lionsgate, Color Force, Studio Babelsberg","Germany, United States of America"
82690,Wreck-It Ralph,7.3,11546,2012-11-01,101,"Wreck-It Ralph is the 9-foot-tall, 643-pound villain of an arcade video game named Fix-It Felix Jr., in which the game's titular hero fixes buildings that Ralph destroys. Wanting to prove he can be a good guy and not just a villain, Ralph escapes his game and lands in Hero's Duty, a first-person shooter where he helps the game's hero battle against alien invaders. He later enters Sugar Rush, a kart racing game set on tracks made of candies, cookies and other sweets. There, Ralph meets Vanellope von Schweetz who has learned that her game is faced with a dire threat that could affect the entire arcade, and one that Ralph may have inadvertently started.",/zWoIgZ7mgmPkaZjG0102BSKFIqQ.jpg,"Family, Animation, Comedy, Adventure","Walt Disney Animation Studios, Walt Disney Pictures",United States of America
141,Donnie Darko,7.8,11515,2001-10-24,114,"After narrowly escaping a bizarre accident, a troubled teenager is plagued by visions of a large bunny rabbit that manipulates him to commit a series of crimes.",/j73zf3TjWR9j8pHLndaHWh0YWvN.jpg,"Fantasy, Drama, Mystery","Flower Films, Gaylord Films, Adam Fields Productions, Pandora Cinema",United States of America
72105,Ted,6.407,11513,2012-06-29,107,"John Bennett, a man whose childhood wish of bringing his teddy bear to life came true, now must decide between keeping the relationship with the bear or his girlfriend, Lori.",/1QVZXQQHCEIj8lyUhdBYd2qOYtq.jpg,"Comedy, Fantasy","Universal Pictures, MRC, Fuzzy Door Productions, Bluegrass Films, Smart Entertainment",United States of America
64682,The Great Gatsby,7.379,11505,2013-05-09,143,"An adaptation of F. Scott Fitzgerald's Long Island-set novel, where Midwesterner Nick Carraway is lured into the lavish world of his neighbor, Jay Gatsby. Soon enough, however, Carraway will see through the cracks of Gatsby's nouveau riche existence, where obsession, madness, and tragedy await.",/nimh1rrDDLhgpG8XAYoUZXHYwb6.jpg,"Drama, Romance","Spectrum Films, Village Roadshow Pictures, Bazmark Films, Red Wagon Entertainment, Warner Bros. Pictures, A+E Studios","United States of America, Australia"
277834,Moana,7.6,11502,2016-10-13,107,"In Ancient Polynesia, when a terrible curse incurred by Maui reaches an impetuous Chieftain's daughter's island, she answers the Ocean's call to seek out the demigod to set things right.",/vNJFiwtsl7Twww7C0uM4qPnygNw.jpg,"Adventure, Comedy, Family, Animation","Walt Disney Pictures, Walt Disney Animation Studios, Hurwitz Creative",United States of America
399055,The Shape of Water,7.247,11490,2017-12-01,123,"An other-worldly story, set against the backdrop of Cold War era America circa 1962, where a mute janitor working at a lab falls in love with an amphibious man being held captive there and devises a plan to help him escape.",/9zfwPffUXpBrEP26yp0q1ckXDcj.jpg,"Drama, Fantasy, Romance","Double Dare You Productions, Fox Searchlight Pictures, Bull Productions, TSG Entertainment",United States of America
85,Raiders of the Lost Ark,7.924,11483,1981-06-12,115,"When Dr. Indiana Jones – the tweed-suited professor who just happens to be a celebrated archaeologist – is hired by the government to locate the legendary Ark of the Covenant, he finds himself up against the entire Nazi regime.",/ceG9VzoRAVGwivFU403Wc3AHRys.jpg,"Adventure, Action","Paramount, Lucasfilm Ltd.",United States of America
19908,Zombieland,7.3,11466,2009-10-07,88,"Columbus has made a habit of running from what scares him. Tallahassee doesn't have fears. If he did, he'd kick their ever-living ass. In a world overrun by zombies, these two are perfectly evolved survivors. But now, they're about to stare down the most terrifying prospect of all: each other.",/dUkAmAyPVqubSBNRjRqCgHggZcK.jpg,"Comedy, Horror","Pariah, Columbia Pictures, Relativity Media",United States of America
127380,Finding Dory,7.042,11429,2016-06-16,97,Dory is reunited with her friends Nemo and Marlin in the search for answers about her past. What can she remember? Who are her parents? And where did she learn to speak Whale?,/3UVe8NL1E2ZdUZ9EDlKGJY5UzE.jpg,"Adventure, Animation, Comedy, Family","Pixar, Walt Disney Pictures",United States of America
296096,Me Before You,7.918,11414,2016-06-01,110,"A small town girl is caught between dead-end jobs. A high-profile, successful man becomes wheelchair bound following an accident. The man decides his life is not worth living until the girl is hired for six months to be his new caretaker. Worlds apart and trapped together by circumstance, the two get off to a rocky start. But the girl becomes determined to prove to the man that life is worth living and as they embark on a series of adventures together, each finds their world changing in ways neither of them could begin to imagine.",/Ia3dzj5LnCj1ZBdlVeJrbKJQxG.jpg,"Drama, Romance","New Line Cinema, Sunswept Entertainment, Metro-Goldwyn-Mayer",United States of America
530915,1917,7.99,11395,2019-12-25,119,"At the height of the First World War, two young British soldiers must cross enemy territory and deliver a message that will stop a deadly attack on hundreds of soldiers.",/iZf0KyrE25z1sage4SYFLCCrMi9.jpg,"War, History, Thriller","DreamWorks Pictures, Reliance Entertainment, New Republic Pictures, Neal Street Productions, Mogambo Films, Amblin Partners","India, Spain, United Kingdom, United States of America"
398818,Call Me by Your Name,8.167,11367,2017-09-01,132,"In 1980s Italy, a relationship begins between seventeen-year-old teenage Elio and the older adult man hired as his father's research assistant.",/mZ4gBdfkhP9tvLH1DO4m4HYtiyi.jpg,"Romance, Drama","La Cinéfacture, RT Features, Frenesy Film, Water's End Productions, M.Y.R.A. Entertainment, CineFinance Italia","Brazil, France, Italy, United States of America"
82693,Silver Linings Playbook,7.13,11327,2012-11-16,122,"After spending eight months in a mental institution, a former teacher moves back in with his parents and tries to reconcile with his ex-wife.",/y7iOVneBvITlBdhy6tVqXVOa1Js.jpg,"Drama, Comedy, Romance",The Weinstein Company,United States of America
809,Shrek 2,7.249,11323,2004-05-19,93,"Shrek, Fiona and Donkey set off to Far, Far Away to meet Fiona's mother and father. But not everyone is happy. Shrek and the King find it hard to get along, and there's tension in the marriage. The fairy godmother discovers that Shrek has married Fiona instead of her Son Prince Charming and sets about destroying their marriage.",/2yYP0PQjG8zVqturh1BAqu2Tixl.jpg,"Animation, Family, Comedy, Fantasy, Adventure","DreamWorks Pictures, Pacific Data Images, DreamWorks Animation",United States of America
14161,2012,5.819,11300,2009-10-10,158,"Dr. Adrian Helmsley, part of a worldwide geophysical team investigating the effect on the earth of radiation from unprecedented solar storms, learns that the earth's core is heating up. He warns U.S. President Thomas Wilson that the crust of the earth is becoming unstable and that without proper preparations for saving a fraction of the world's population, the entire race is doomed. Meanwhile, writer Jackson Curtis stumbles on the same information. While the world's leaders race to build ""arks"" to escape the impending cataclysm, Curtis struggles to find a way to save his family. Meanwhile, volcanic eruptions and earthquakes of unprecedented strength wreak havoc around the world.",/zaqam2RNscH5ooYFWInV6hjx6y5.jpg,"Action, Adventure, Science Fiction","Columbia Pictures, Centropolis Entertainment, Farewell Productions, The Mark Gordon Company",United States of America
240,The Godfather Part II,8.591,11293,1974-12-20,202,"In the continuing saga of the Corleone crime family, a young Vito Corleone grows up in Sicily and in 1910s New York. In the 1950s, Michael Corleone attempts to expand the family business into Las Vegas, Hollywood and Cuba.",/hek3koDUyRQk7FIhPXsa6mT2Zc3.jpg,"Drama, Crime","Paramount, The Coppola Company",United States of America
14,American Beauty,8.0,11260,1999-09-15,122,"Lester Burnham, a depressed suburban father in a mid-life crisis, decides to turn his hectic life around after developing an infatuation with his daughter's attractive friend.",/wby9315QzVKdW9BonAefg8jGTTb.jpg,Drama,"Jinks/Cohen Company, DreamWorks Pictures",United States of America
70981,Prometheus,6.535,11255,2012-05-30,124,"A team of explorers discover a clue to the origins of mankind on Earth, leading them on a journey to the darkest corners of the universe. There, they must fight a terrifying battle to save the future of the human race.",/m7nZCtHJyDLncBUarfM5h5mrppx.jpg,"Science Fiction, Adventure, Mystery","Dune Entertainment, Scott Free Productions, Brandywine Productions, 20th Century Fox","United Kingdom, United States of America"
37799,The Social Network,7.358,11190,2010-10-01,121,"The tale of a new breed of cultural insurgent: a punk genius who sparked a revolution and changed the face of human interaction for a generation, and perhaps forever.",/n0ybibhJtQ5icDqTp8eRytcIHJx.jpg,Drama,"Columbia Pictures, Relativity Media, Scott Rudin Productions, Michael De Luca Productions, Trigger Street Productions",United States of America
166426,Pirates of the Caribbean: Dead Men Tell No Tales,6.648,11176,2017-05-23,128,"Thrust into an all-new adventure, a down-on-his-luck Capt. Jack Sparrow feels the winds of ill-fortune blowing even more strongly when deadly ghost sailors led by his old nemesis, the evil Capt. Salazar, escape from the Devil's Triangle. Jack's only hope of survival lies in seeking out the legendary Trident of Poseidon, but to find it, he must forge an uneasy alliance with a brilliant and beautiful astronomer and a headstrong young man in the British navy.",/qwoGfcg6YUS55nUweKGujHE54Wy.jpg,"Adventure, Action, Fantasy","Walt Disney Pictures, Jerry Bruckheimer Films, Infinitum Nihil",United States of America
546554,Knives Out,7.847,11156,2019-11-27,131,"When renowned crime novelist Harlan Thrombey is found dead at his estate just after his 85th birthday, the inquisitive and debonair Detective Benoit Blanc is mysteriously enlisted to investigate. From Harlan's dysfunctional family to his devoted staff, Blanc sifts through a web of red herrings and self-serving lies to uncover the truth behind Harlan's untimely death.",/pThyQovXQrw2m0s9x82twj48Jq4.jpg,"Comedy, Crime, Mystery","Lionsgate, MRC, T-Street Productions",United States of America
489,Good Will Hunting,8.149,11111,1997-12-05,127,"Will Hunting has a genius-level IQ but chooses to work as a janitor at MIT. When he solves a difficult graduate-level math problem, his talents are discovered by Professor Gerald Lambeau, who decides to help the misguided youth reach his potential. When Will is arrested for attacking a police officer, Professor Lambeau makes a deal to get leniency for him if he will get treatment from therapist Sean Maguire.",/bABCBKYBK7A5G1x0FzoeoNfuj2.jpg,Drama,"Miramax, Lawrence Bender Productions, Be Gentlemen Limited Partnership",United States of America
216015,Fifty Shades of Grey,5.882,11101,2015-02-11,125,"When college senior Anastasia Steele steps in for her sick roommate to interview prominent businessman Christian Grey for their campus paper, little does she realize the path her life will take. Christian, as enigmatic as he is rich and powerful, finds himself strangely drawn to Ana, and she to him. Though sexually inexperienced, Ana plunges headlong into an affair -- and learns that Christian's true sexual proclivities push the boundaries of pain and pleasure.",/63kGofUkt1Mx0SIL4XI4Z5AoSgt.jpg,"Drama, Romance, Thriller","Focus Features, Michael De Luca Productions, Trigger Street Productions",United States of America
350,The Devil Wears Prada,7.384,11089,2006-06-29,109,"Andy moves to New York to work in the fashion industry. Her boss is extremely demanding, cruel and won't let her succeed if she doesn't fit into the high class elegant look of their magazine.",/u6QBDGUCOEMRekna95ip2MxplbQ.jpg,"Comedy, Drama, Romance","Fox 2000 Pictures, Dune Entertainment, Major Studio Partners, Peninsula Films, 20th Century Fox","France, United States of America"
103,Taxi Driver,8.2,11081,1976-02-09,114,A mentally unstable Vietnam War veteran works as a night-time taxi driver in New York City where the perceived decadence and sleaze feed his urge for violent action.,/ekstpH614fwDX8DUln1a2Opz0N8.jpg,"Crime, Drama","Italo/Judeo Productions, Bill/Phillips, Columbia Pictures",United States of America
332562,A Star Is Born,7.503,11079,2018-10-03,136,"Seasoned musician Jackson Maine discovers — and falls in love with — struggling artist Ally. She has just about given up on her dream to make it big as a singer — until Jack coaxes her into the spotlight. But even as Ally's career takes off, the personal side of their relationship is breaking down, as Jack fights an ongoing battle with his own internal demons.",/wrFpXMNBRj2PBiN4Z5kix51XaIZ.jpg,"Music, Drama, Romance","Thunder Road, 22 & Green, Gerber Pictures, Joint Effort, Malpaso Productions, Warner Bros. Pictures, Live Nation Productions",United States of America
228150,Fury,7.518,11021,2014-10-15,135,"In the last months of World War II, as the Allies make their final push in the European theatre, a battle-hardened U.S. Army sergeant named 'Wardaddy' commands a Sherman tank called 'Fury' and its five-man crew on a deadly mission behind enemy lines. Outnumbered and outgunned, Wardaddy and his men face overwhelming odds in their heroic attempts to strike at the heart of Nazi Germany.",/pfte7wdMobMF4CVHuOxyu6oqeeA.jpg,"War, Drama, Action","Columbia Pictures, QED International, LStar Capital, Le Grisbi Productions, Crave Films, Sony Pictures, Huayi Brothers Pictures","United Kingdom, United States of America, China"
1724,The Incredible Hulk,6.204,11006,2008-06-12,114,"Scientist Bruce Banner scours the planet for an antidote to the unbridled force of rage within him: the Hulk. But when the military masterminds who dream of exploiting his powers force him back to civilization, he finds himself coming face to face with a new, deadly foe.",/gKzYx79y0AQTL4UAk1cBQJ3nvrm.jpg,"Science Fiction, Action, Adventure","Marvel Studios, Valhalla Motion Pictures",United States of America
23483,Kick-Ass,7.12,10997,2010-03-22,117,"Dave Lizewski is an unnoticed high school student and comic book fan who one day decides to become a super-hero, even though he has no powers, training or meaningful reason to do so.",/8citjdBmjddZjlPsAHEyCKwGVvD.jpg,"Action, Crime","Marv Films, Lionsgate, Plan B Entertainment, Mandate International","United Kingdom, United States of America"
2048,"I, Robot",6.939,10972,2004-07-15,115,"In 2035, where robots are commonplace and abide by the three laws of robotics, a technophobic cop investigates an apparent suicide. Suspecting that a robot may be responsible for the death, his investigation leads him to believe that humanity may be in danger.",/dlb6JKYv25rJSk2n2hwhOeJ7Dk.jpg,"Action, Science Fiction","Davis Entertainment, Laurence Mark Productions, Canlaws Productions, 20th Century Fox, Overbrook Entertainment, Mediastream Vierte Film GmbH & Co. Vermarktungs KG","United States of America, Germany"
6977,No Country for Old Men,7.933,10964,2007-06-13,122,"Llewelyn Moss stumbles upon dead bodies, $2 million and a hoard of heroin in a Texas desert, but methodical killer Anton Chigurh comes looking for it, with local sheriff Ed Tom Bell hot on his trail. The roles of prey and predator blur as the violent pursuit of money and justice collide.",/bj1v6YKF8yHqA489VFfnQvOJpnc.jpg,"Crime, Drama, Thriller","Miramax, Scott Rudin Productions, Mike Zoss Productions, Paramount Vantage",United States of America
61791,Rise of the Planet of the Apes,7.289,10799,2011-08-03,105,"A highly intelligent chimpanzee named Caesar has been living a peaceful suburban life ever since he was born. But when he gets taken to a cruel primate facility, Caesar decides to revolt against those who have harmed him.",/cjLsuP75UDlRdJVMXzXg3TJ4umX.jpg,"Thriller, Action, Drama, Science Fiction","Dune Entertainment III, Dune Entertainment, Chernin Entertainment, Ingenious Media, Big Screen Productions, 20th Century Fox",United States of America
161,Ocean's Eleven,7.43,10774,2001-12-07,116,"Less than 24 hours into his parole, charismatic thief Danny Ocean is already rolling out his next plan: In one night, Danny's hand-picked crew of specialists will attempt to steal more than $150 million from three Las Vegas casinos. But to score the cash, Danny risks his chances of reconciling with ex-wife, Tess.",/hQQCdZrsHtZyR6NbKH2YyCqd2fR.jpg,"Thriller, Crime","Village Roadshow Pictures, NPV Entertainment, Jerry Weintraub Productions, Section Eight, Warner Bros. Pictures",United States of America
745,The Sixth Sense,7.944,10754,1999-08-06,107,"Following an unexpected tragedy, child psychologist Malcolm Crowe meets a nine year old boy named Cole Sear, who is hiding a dark secret.",/4AfSDjjCy6T5LA1TMz0Lh2HlpRh.jpg,"Mystery, Thriller, Drama","Spyglass Entertainment, The Kennedy/Marshall Company, Hollywood Pictures, Barry Mendel Productions",United States of America
194,Amélie,7.905,10750,2001-04-25,122,"At a tiny Parisian café, the adorable yet painfully shy Amélie accidentally discovers a gift for helping others. Soon Amelie is spending her days as a matchmaker, guardian angel, and all-around do-gooder. But when she bumps into a handsome stranger, will she find the courage to become the star of her very own love story?",/nSxDa3M9aMvGVLoItzWTepQ5h5d.jpg,"Comedy, Romance","France 3 Cinéma, Claudie Ossard Productions, MMC Independent, Tapioca Films, Sofica Sofinergie 5, Victoires Productions, Canal+, Filmstiftung Nordrhein-Westfalen, Union Générale Cinématographique (UGC), Miramax","France, Germany"
111,Scarface,8.168,10749,1983-12-09,169,"After getting a green card in exchange for assassinating a Cuban government official, Tony Montana stakes a claim on the drug trade in Miami. Viciously murdering anyone who stands in his way, Tony eventually becomes the biggest drug lord in the state, controlling nearly all the cocaine that comes through Miami. But increased pressure from the police, wars with Colombian drug cartels and his own drug-fueled paranoia serve to fuel the flames of his eventual downfall.",/iQ5ztdjvteGeboxtmRdXEChJOHh.jpg,"Action, Crime, Drama",Universal Pictures,United States of America
146233,Prisoners,8.091,10748,2013-09-19,153,"Keller Dover faces a parent's worst nightmare when his 6-year-old daughter, Anna, and her friend go missing. The only lead is an old motorhome that had been parked on their street. The head of the investigation, Detective Loki, arrests the driver, but a lack of evidence forces Loki to release his only suspect. Dover, knowing that his daughter's life is at stake, decides that he has no choice but to take matters into his own hands.",/tuZhZ6biFMr5n9YSVuHOJnNL1uU.jpg,"Drama, Thriller, Crime","Madhouse Entertainment, Alcon Entertainment, 8:38 Productions, Warner Bros. Pictures, Summit Entertainment",United States of America
73,American History X,8.352,10729,1998-07-01,119,"Derek Vineyard is paroled after serving 3 years in prison for killing two African-American men. Through his brother, Danny Vineyard's narration, we learn that before going to prison, Derek was a skinhead and the leader of a violent white supremacist gang that committed acts of racial crime throughout L.A. and his actions greatly influenced Danny. Reformed and fresh out of prison, Derek severs contact with the gang and becomes determined to keep Danny from going down the same violent path as he did.",/euypWkaYFOLW3e5rLIcTAjWnhhT.jpg,Drama,"New Line Cinema, Savoy Pictures, The Turman-Morrissey Company",United States of America
138843,The Conjuring,7.541,10683,2013-07-18,112,"Paranormal investigators Ed and Lorraine Warren work to help a family terrorized by a dark presence in their farmhouse. Forced to confront a powerful entity, the Warrens find themselves caught in the most terrifying case of their lives.",/wVYREutTvI2tmxr6ujrHT704wGF.jpg,"Horror, Thriller","Evergreen Media Group, New Line Cinema, The Safran Company",United States of America
222935,The Fault in Our Stars,7.598,10655,2014-05-16,126,"Despite the tumor-shrinking medical miracle that has bought her a few years, Hazel has never been anything but terminal, her final chapter inscribed upon diagnosis. But when a patient named Augustus Waters suddenly appears at Cancer Kid Support Group, Hazel's story is about to be completely rewritten.",/ep7dF4QR4Mm39LI958V0XbwE0hK.jpg,"Romance, Drama","TSG Entertainment, Fox 2000 Pictures, Temple Hill Entertainment",United States of America
11036,The Notebook,7.88,10629,2004-06-25,123,"An epic love story centered around an older man who reads aloud to a woman with Alzheimer's. From a faded notebook, the old man's words bring to life the story about a couple who is separated by World War II, and is then passionately reunited, seven years later, after they have taken different paths.",/rNzQyW4f8B8cQeg7Dgj3n6eT5k9.jpg,"Romance, Drama","New Line Cinema, Avery Pix, Gran Via Productions",United States of America
76203,12 Years a Slave,7.945,10603,2013-10-18,134,"In the pre-Civil War United States, Solomon Northup, a free black man from upstate New York, is abducted and sold into slavery. Facing cruelty as well as unexpected kindnesses Solomon struggles not only to stay alive, but to retain his dignity. In the twelfth year of his unforgettable odyssey, Solomon’s chance meeting with a Canadian abolitionist will forever alter his life.",/xdANQijuNrJaw1HA61rDccME4Tm.jpg,"Drama, History","New Regency Pictures, Plan B Entertainment, River Road Entertainment, Regency Enterprises, Film4 Productions","United States of America, United Kingdom"
62,2001: A Space Odyssey,8.076,10575,1968-04-02,149,"Humanity finds a mysterious object buried beneath the lunar surface and sets off to find its origins with the help of HAL 9000, the world's most advanced super computer.",/ve72VxNqjGM69Uky4WTo2bK6rfq.jpg,"Science Fiction, Mystery, Adventure","Stanley Kubrick Productions, Metro-Goldwyn-Mayer","United Kingdom, United States of America"
